Word Context_Valence Context_Arousal Context_Concreteness
curriculum 5.754 3.971 2.986
curriculums 5.614 4.05 2.869
curried 6.019 3.878 3.687
curries 5.914 3.985 3.202
currish 4.856 4.218 3.247
curry 5.744 3.995 3.29
currying 5.632 4.012 2.683
curs 5.432 4.14 3.115
curse 5.437 4.232 2.923
cursed 5.449 4.2 3.099
cursedly 5.571 4.164 2.908
curser 5.593 3.941 3.336
curses 5.442 4.172 2.926
cursing 5.387 4.189 2.973
cursive 5.939 3.822 3.442
cursor 5.626 3.835 3.318
cursory 5.612 3.933 2.88
curst 5.566 4.155 3.263
curt 5.621 4.022 2.999
curtail 5.407 4.228 2.803
curtailed 5.489 4.199 2.83
curtailment 5.517 4.217 2.727
curtails 5.463 4.201 2.906
curtain 5.195 4.433 3.227
curtained 5.716 3.844 3.489
curtains 5.888 3.839 3.691
curtly 5.635 3.963 3.104
curtness 5.272 4.177 2.918
curtsey 5.821 4.052 3.195
curtseying 5.854 4.033 3.241
curtsied 5.899 4.093 3.215
curtsies 5.868 4.107 3.176
curtsy 5.694 4.012 3.223
curtsying 5.544 3.813 3.227
curvaceous 6.042 4.068 3.293
curvaceously 5.788 4.222 3.255
curvature 5.626 3.91 2.901
curvatures 5.609 3.821 2.896
curve 5.659 4.017 3.019
curveball 5.53 4.099 2.909
curved 5.65 3.855 3.213
curvedness 5.756 3.602 2.655
curves 5.683 3.982 3.035
curving 5.665 3.917 3.298
curvy 5.936 4.45 3.485
cushier 5.722 3.922 2.958
cushion 5.646 3.931 3.398
cushioned 5.641 3.924 3.356
cushioning 5.558 3.943 3.162
cushions 5.776 3.748 3.629
cushiony 5.786 3.972 3.479
cushy 5.697 4.068 3.014
cusp 5.721 4.101 2.977
cuspidor 5.369 3.977 3.283
cuspidors 5.51 3.585 3.992
cusps 5.638 3.89 3.099
cuss 5.595 4.103 2.905
cussed 5.537 4.199 2.984
cussedness 5.498 4.105 2.679
cussing 5.503 4.176 3.02
custard 5.936 3.92 3.697
custards 5.935 3.894 3.504
custer 5.352 4.239 3.178
custodial 5.557 4.122 3.114
custodian 5.636 3.962 3.138
custodians 5.663 3.999 2.923
custodianship 5.594 4.053 2.86
custody 5.408 4.228 3.15
custom 5.785 3.913 3.34
customarily 5.29 3.91 2.921
customary 5.528 3.968 2.929
customer 5.818 3.86 2.908
customers 5.759 4.01 2.888
customhouse 5.612 3.92 3.17
customize 5.812 3.864 3.162
customized 5.99 3.926 3.027
customizer 5.955 4.05 3.205
customizing 5.785 3.989 3.149
customs 5.503 4.018 2.935
cut 5.474 4.056 3.149
cutaneous 5.072 4.124 3.201
cutaway 5.809 4.008 3.389
cutaways 5.751 4.014 3.122
cutback 5.555 4.053 3.024
cutbacks 5.42 4.08 2.964
cute 6.019 4.365 3.344
cutely 5.67 4.08 3
cuteness 5.772 4.194 2.853
cuter 5.87 4.098 3.019
cutes 6.067 4.36 3.418
cutest 6.074 4.163 3.429
cutesy 5.745 4.036 2.967
cuticle 5.403 3.947 3.478
cuticles 5.475 4.037 3.354
cutie 5.858 4.371 3.44
cuties 6.001 4.552 3.615
cutlass 5.552 4.115 3.43
cutlasses 5.378 4.315 3.412
cutler 5.742 4.063 3.105
cutlers 5.675 3.906 3.089
cutlery 5.655 3.91 3.424
cutlet 5.876 3.901 3.945
cutlets 5.824 3.871 3.92
cutoff 5.52 4.021 3.051
cutoffs 5.528 4.008 3.153
cutout 5.601 3.881 3.465
cutouts 5.695 3.928 3.421
cutpurse 5.491 4.281 3.353
cuts 5.338 4.106 3.327
cutter 5.591 4.005 3.459
cutters 5.451 4.032 3.451
cutthroat 5.617 4.204 3.088
cutthroats 5.27 4.307 2.949
cutting 5.475 4.084 3.161
cuttingly 5.879 4.152 2.806
cuttings 5.599 3.956 3.119
cuttle 5.87 3.919 3.563
cuttlebone 5.643 3.743 3.256
cuttlefish 5.588 4.08 3.482
cutup 5.802 4.161 3.204
cutups 5.887 4.001 2.977
cwm 5.773 3.916 3.346
cyan 5.795 3.897 3.455
cyanic 5.192 4.075 3.34
cyanide 5.075 4.23 3.285
cyaniding 5.677 4.003 3.228
cyanosis 5.073 4.192 3.295
cyanotic 5.025 4.492 3.401
cyberbullying 5.29 4.17 2.945
cybernetic 5.588 4.167 2.849
cybernetics 5.723 4.026 2.912
cybersex 5.91 4.426 3.184
cyberspace 5.644 4.158 3.001
cyborg 5.554 4.187 3.189
cyclades 5.871 3.925 3.13
cyclamen 6.066 3.806 3.401
cycle 5.629 4.107 3.008
cycled 5.582 3.978 3.106
cycler 5.768 4.026 3.019
cycles 5.623 4.003 2.982
cyclic 5.584 3.934 2.923
cyclical 5.571 4.01 2.872
cyclically 5.584 3.93 2.986
cycling 5.635 4.072 3.036
cyclist 5.494 4.098 3.092
cyclists 5.495 4.075 2.935
cycloid 5.729 4.005 3.035
cyclone 5.373 4.204 3.149
cyclones 5.39 4.308 3.106
cyclonic 5.507 4.068 3.13
cyclopedia 5.666 3.834 3.099
cyclops 5.584 4.172 3.473
cyclorama 5.745 3.873 3.536
cyclotron 5.632 4.086 3.026
cygnet 5.888 3.996 3.397
cygnets 5.723 4.092 3.39
cylinder 5.447 3.915 3.392
cylinders 5.46 3.964 3.243
cylindrical 5.507 3.83 3.372
cylindrically 5.588 3.831 3.094
cymbal 5.743 4.154 3.32
cymbalist 6.036 3.982 2.573
cymbals 5.799 4.101 3.15
cymbidium 6.287 3.893 3.64
cynic 5.558 4.094 2.706
cynical 5.455 4.147 2.739
cynically 5.402 4.167 2.818
cynicism 5.662 4.076 2.472
cynics 5.545 4.131 2.755
cynosure 5.743 4.011 3.159
cynthia 5.62 4.128 3.235
cypress 5.684 3.885 3.717
cyprian 5.583 3.965 3.025
cypriot 5.435 4.095 3.085
cypriots 5.427 4.117 2.869
cyprus 5.507 4.038 3.094
cyril 5.63 4.016 3.04
cyst 5.011 4.17 3.395
cystic 4.406 4.059 3.381
cysts 5.02 4.124 3.322
cytolysis 5.154 4.151 3.27
cytomegalovirus 4.308 4.362 3.281
cytoplasm 5.427 3.94 3.139
cytoplast 5.888 4.166 3.064
cytosine 5.452 3.763 3.035
czar 5.444 4.202 3.127
czardas 6.211 4.045 3.625
czarina 5.828 4.276 3.253
czarist 5.297 4.208 2.862
czars 5.38 4.076 2.948
czarship 5.305 4.103 3.264
czech 5.572 4.105 3.13
czechoslovakia 5.397 4.171 2.946
czechs 5.503 4.114 2.817
dab 5.64 3.969 2.953
dabbed 5.545 3.899 3.615
dabbing 5.662 3.873 3.552
dabble 5.762 4.086 2.899
dabbled 5.688 4.096 2.948
dabbler 5.53 4.106 2.783
dabblers 5.604 3.997 2.941
dabbles 5.714 4.097 2.969
dabbling 5.579 4.14 2.902
dabs 5.673 3.918 3.308
dace 5.442 3.911 3.664
dacha 5.715 4.067 3.229
dachas 5.909 4.082 3.2
dachshund 5.867 4.18 3.571
dachshunds 5.789 4.114 3.231
dacoits 4.87 4.475 3.037
dactyl 5.603 3.938 3.04
dactylic 5.655 3.724 2.976
dactyls 5.656 3.855 3
dad 5.857 4.173 3.167
dadaism 5.582 4.087 3.03
daddies 6.062 4.318 3.426
daddy 5.882 4.351 3.263
dado 5.324 3.921 3.482
dads 5.805 4.269 3.18
daemon 5.635 3.968 2.992
daemons 5.605 4.038 2.924
daffodil 5.895 3.953 3.378
daffodils 6.041 3.954 3.258
daft 5.541 4.037 2.855
dafter 5.634 3.991 2.87
daftest 5.605 3.868 2.933
daftness 5.639 4.06 2.766
dag 5.652 3.967 3.079
dagger 5.463 4.272 3.32
daggered 5.544 4.343 3.544
daggers 5.449 4.281 3.143
dago 5.138 4.45 3.306
daguerreotype 5.839 3.883 3.219
daguerreotypes 5.934 3.907 3.15
dahl 5.238 4.316 3.28
dahlia 5.632 3.994 3.671
dahlias 5.877 3.89 3.681
dail 5.597 4.069 3.073
dailies 5.636 3.922 3.09
daily 5.611 4.075 3.145
daimyo 5.525 4.199 2.964
daintier 5.76 3.995 3.142
dainties 5.523 4.009 3.431
daintily 5.672 3.997 3.429
daintiness 5.783 4.129 2.899
dainty 5.717 4.088 3.186
daiquiri 5.922 4.019 3.506
daiquiris 5.714 4.035 3.126
dairies 5.654 3.894 3.275
dairy 5.793 3.977 3.437
dairymaid 5.644 3.899 3.433
dairyman 5.677 3.983 3.287
dairymen 5.653 3.935 3.053
dairywoman 5.146 4.702 4.002
dais 5.519 3.935 3.39
daises 5.611 3.98 3.405
daisies 5.893 4.09 3.378
daisy 5.806 4.113 3.475
dakota 5.657 3.911 3.521
dale 5.64 4.064 3.181
dales 5.781 3.983 3.237
dalesman 5.62 4.485 3.55
dalesmen 6.118 3.825 2.919
dali 5.874 4.084 3.096
dallas 5.645 4.073 3.393
dalliance 5.524 4.206 2.948
dalliances 5.391 4.242 2.928
dallied 5.477 4.175 2.972
dally 5.48 4.168 2.993
dallying 5.597 4.114 2.943
dalmatian 5.883 4.191 3.725
dalton 5.619 4.032 3.215
dam 5.528 4.069 3.288
damage 5.331 4.086 3.039
damageability 5.17 4.37 2.49
damageable 5.336 4.211 3.004
damaged 5.373 4.098 3.127
damages 5.254 4.214 2.944
damaging 5.384 4.127 2.899
damagingly 5.289 4.15 2.736
damascus 5.491 4.091 3.156
damask 5.89 3.766 3.756
dame 5.801 4.089 3.353
dames 5.715 4.157 3.135
dammed 5.599 4.118 3.05
damming 5.559 4.122 3.194
damn 5.474 4.181 3.017
damnable 5.377 4.125 2.74
damnably 5.315 4.216 2.82
damnation 5.389 4.391 2.632
damned 5.005 4.64 3.068
damnedest 5.58 4.06 2.861
damning 5.389 3.773 3.068
damningly 5.351 4.176 2.899
damns 5.38 4.22 2.908
damp 5.522 3.96 3.217
damped 5.464 3.971 2.984
dampen 5.517 4.163 2.949
dampened 5.532 4.067 3.125
dampening 5.523 4.1 2.97
dampens 5.422 4.384 2.878
damper 5.566 3.998 3.124
dampers 5.55 3.991 3.186
dampest 5.515 3.77 3.343
damping 5.515 4.01 2.967
dampish 5.765 3.825 3.329
damply 5.568 4.02 3.762
dampness 5.553 3.898 3.401
damps 5.467 4.044 3.072
dams 5.49 4.001 3.271
damsel 5.76 4.217 3.228
damsels 5.696 4.23 3.103
damson 6.006 3.771 3.561
damsons 6.01 3.984 3.152
dan 5.543 4.074 3.149
dana 5.634 3.986 3.275
dance 5.997 4.257 3.326
danceable 6.112 4.264 2.991
danced 5.852 4.146 3.237
dancefloor 5.687 4.233 3.28
dancehall 6.2 4.508 3.471
dancelike 5.765 4.147 2.784
dancer 5.87 4.249 3.272
dancers 5.954 4.228 3.21
dances 5.9 4.048 3.464
dancing 5.971 4.389 3.425
dancingly 5.454 4.307 2.889
dandelion 5.79 3.938 3.933
dandelions 5.767 4.022 3.592
dander 5.578 4.033 3.173
dandies 5.679 4.04 3.211
dandiest 5.858 4.072 3.239
dandily 5.592 3.93 2.964
dandle 5.916 4.072 3.147
dandled 5.75 3.945 3.399
dandlers 5.572 3.568 2.864
dandruff 5.145 4.069 3.736
dandy 5.736 4.053 3.011
dandyish 5.635 4.181 3.08
dane 6.11 4.224 3.484
danes 5.645 4.122 2.928
danger 5.315 4.264 2.929
dangerous 5.382 4.187 2.908
dangerously 5.325 4.158 2.909
dangerousness 5.706 4.582 2.625
dangers 5.459 4.196 2.945
dangle 5.613 4.022 3.335
dangled 5.63 4.044 3.388
dangler 5.564 3.918 3.186
danglers 5.768 4.034 3.145
dangles 5.598 4.047 3.399
dangling 5.503 3.997 3.336
daniel 5.633 4.029 3.11
danish 5.589 4.13 3.166
dank 5.408 3.993 3.25
danker 5.621 4.035 3.241
dankness 5.166 3.812 3.303
danny 5.699 4.154 3.107
danseur 6.183 4.428 3.185
danseuse 5.641 3.861 3.085
dante 5.598 4.185 3.038
danube 5.692 3.938 3.3
danubian 5.626 3.927 2.909
daphne 5.842 4.232 3.373
dapper 5.812 4.003 3.237
dapple 5.698 3.935 3.568
dappled 6.015 3.906 3.523
dapples 5.799 4.038 3.383
dappling 5.979 3.896 3.422
dare 5.532 4.18 2.908
dared 5.019 4.407 2.943
daredevil 5.676 4.319 3.209
daredevilry 5.449 4.201 2.946
daredevils 5.711 4.244 3.382
darer 5.16 4.267 3.135
dares 5.342 4.208 2.917
daresay 6.047 4.345 2.964
daring 5.568 4.43 2.991
daringly 5.681 4.3 2.963
daringness 5.944 4.408 2.679
dark 5.631 4.018 3.2
darken 5.681 3.931 3.181
darkened 5.744 4.008 3.289
darkener 5.813 3.976 3.198
darkening 5.745 3.925 3.198
darkens 5.651 4.031 3.274
darker 5.708 3.93 3.117
darkest 5.617 4.087 3.027
darkhaired 5.931 4.571 3.668
darkie 5.505 4.119 3.031
darkies 5.519 4.133 2.923
darkish 5.709 3.807 3.402
darkling 5.565 4.166 3.257
darkly 5.672 4.041 3.122
darkness 5.764 4.049 3.164
darkroom 5.778 3.944 3.218
darkrooms 5.734 4.037 3.177
darks 5.512 4.022 2.926
darksome 5.471 4.053 3.205
darky 5.494 4.093 2.995
darlene 5.799 4.099 3.229
darling 5.587 4.302 3.367
darlingness 6.879 4.453 3.089
darlings 5.595 4.136 2.955
darn 5.873 4.084 2.9
darned 5.866 4.088 2.835
darnedest 5.755 3.988 2.979
darnel 5.411 3.984 3.407
darning 5.372 3.893 3.449
darns 5.977 3.969 3.101
dart 5.604 4.107 3.35
dartboard 5.684 4.01 3.234
darted 5.651 4.043 3.51
darter 5.599 3.914 3.378
darting 5.695 4.053 3.242
dartingly 4.603 3.182 3.791
dartmoor 5.705 3.972 3.213
dartmouth 5.75 3.971 3.396
darts 5.574 4.192 3.318
darwin 5.678 4.092 2.757
darwinism 5.566 4.156 2.589
dash 5.589 3.946 3.393
dashboard 5.667 3.995 3.38
dashboards 5.686 3.93 3.086
dashed 5.613 4.083 3.247
dashes 5.641 3.843 3.255
dashiki 5.719 3.901 3.285
dashing 5.727 4.148 3.199
dashingly 5.905 4.144 3.025
dastardliness 5.676 4.185 2.816
dastardly 5.422 4.232 2.878
data 5.615 3.917 2.946
databank 5.699 3.975 3.075
databanks 5.653 3.952 2.889
database 5.667 3.909 3.016
databases 5.72 3.929 2.883
datable 5.655 3.847 2.972
dataflow 5.674 3.946 2.75
dataset 5.699 3.819 2.898
datasheet 5.713 3.826 2.991
date 5.76 3.781 3.187
datebook 5.766 3.832 3.367
dated 5.607 3.887 3.161
dateless 5.553 4.175 3.066
dateline 5.54 4.091 3.205
dater 5.644 4.036 3.228
daters 5.743 4.143 3.09
dates 5.754 4.035 3.048
dating 6.163 4.309 3.171
dative 5.518 3.819 2.697
datum 5.623 3.837 2.876
daub 5.372 4.228 3.281
daubed 5.273 4.079 3.493
daubing 5.203 4.152 3.416
daubs 5.607 3.833 3.411
daughter 5.809 4.298 3.303
daughterhood 5.688 3.901 2.627
daughterless 5.612 4.045 2.424
daughterly 6.015 4.219 3.126
daughters 5.859 4.238 3.253
daunt 5.482 4.146 2.939
daunted 5.679 4.102 2.815
daunting 5.679 4.076 2.844
dauntingly 5.649 4.068 2.849
dauntless 5.709 4.265 3.051
dauntlessly 5.456 4.259 2.926
daunts 5.549 4.131 2.854
dauphin 5.519 4.129 3.436
dave 5.639 4.026 3.118
davenport 5.702 4.109 3.407
david 5.568 4.186 3.197
davit 5.509 4.035 3.252
davits 5.551 3.978 3.391
dawdle 5.333 3.938 3.058
dawdled 5.306 4.012 2.982
dawdler 5.083 4.145 3.609
dawdles 5.434 4.11 3.137
dawdling 5.547 4.016 2.964
dawn 5.745 4.089 3.124
dawned 5.746 4.023 2.909
dawning 5.894 4.093 2.894
dawns 5.624 4.079 2.904
day 5.68 4.06 3.092
daybed 5.939 3.808 3.906
daybeds 5.936 3.77 3.858
daybook 5.695 3.812 3.773
daybreak 5.753 4.037 3.254
daycare 5.865 4.026 3.262
daydream 5.885 4.09 2.982
daydreamed 5.822 4.138 3.049
daydreamer 5.989 4.283 3.123
daydreamers 5.758 4.176 2.843
daydreaming 5.822 4.041 2.899
daydreams 5.768 4.184 2.879
daylight 5.938 3.826 3.213
daylights 5.584 4.268 3.035
daylong 5.489 4.161 3.267
dayroom 5.52 3.96 3.315
days 5.59 4.041 3.066
daystar 5.796 4.061 3.411
daytime 5.868 3.98 3.258
daytimes 5.911 3.948 3.323
daze 5.667 4.097 3.136
dazed 5.359 4.135 3.153
dazedly 5.618 4.081 3.368
dazzle 5.704 4.263 2.934
dazzled 5.805 4.14 2.99
dazzler 5.801 4.359 3.129
dazzles 5.816 4.226 3.125
dazzling 5.917 4.14 3.101
dazzlingly 5.855 4.179 2.872
deacon 5.652 3.913 3.17
deaconess 5.545 3.812 3.282
deacons 5.596 3.88 3.037
deaconship 5.801 4.109 3.27
deactivate 5.677 4.001 3.13
deactivated 5.456 4.043 3.115
deactivates 5.142 4.214 3.261
deactivating 5.547 3.952 3.054
deactivation 5.376 4.023 3.015
deactivator 5.506 3.954 3.326
deactivators 5.797 3.842 3.199
dead 5.444 4.196 3.181
deadbeat 5.538 4.22 3.067
deadbeats 5.48 4.187 2.893
deadbolt 5.558 3.832 3.459
deadbolts 5.618 3.884 3.283
deaden 5.406 4.153 3.067
deadened 5.617 4.16 2.942
deadening 5.462 4.089 2.934
deadens 5.413 4.252 3.021
deader 5.146 4.237 3.108
deadest 5.322 3.981 3.172
deadfall 5.527 4.061 3.367
deadhead 5.709 3.957 3.147
deadheading 5.784 3.954 3.301
deadheads 5.764 4.083 2.954
deadlier 5.125 4.213 3.002
deadliest 5.046 4.388 3.286
deadline 5.543 3.939 2.977
deadlines 5.635 4.067 2.825
deadliness 5.449 4.304 2.887
deadlock 5.405 4.04 2.842
deadlocked 5.244 4.098 3.018
deadlocks 5.395 3.964 2.847
deadly 4.824 4.368 3.449
deadness 5.555 4.083 2.797
deadpan 5.825 4.161 2.916
deadweight 5.256 4.167 2.928
deadweights 5.338 4.23 2.968
deadwood 5.784 4.054 3.415
deaf 5.384 4.07 3.057
deafen 5.393 4.131 3.035
deafened 5.316 4.214 3.048
deafening 5.355 3.963 3.114
deafeningly 5.452 3.992 3.061
deafens 5.253 4.292 3.011
deafer 5.476 3.969 3.179
deafly 5.259 4.151 3.028
deafness 5.246 4.125 2.961
deal 5.674 4.101 2.892
dealer 5.543 4.055 3.263
dealers 5.423 4.169 3.34
dealership 5.633 3.984 3.334
dealerships 5.523 4.03 3.36
dealing 5.47 4.093 2.836
dealings 5.456 4.07 2.854
dealmaker 5.575 4.077 3.106
deals 5.733 4.127 3.097
dealt 5.445 4.08 2.839
dean 5.808 4.026 3.172
deans 5.633 3.939 3.19
dear 5.804 4.148 2.967
dearborn 5.655 4.059 3.387
dearer 5.802 4.109 2.962
dearest 5.951 4.13 3.015
dearie 5.566 4.09 2.887
dearies 5.86 4.113 2.832
dearly 5.82 4.268 2.835
dearness 6.111 4.189 2.681
dears 5.457 4.136 2.857
dearth 5.63 4.076 2.865
deary 5.615 4.113 2.81
death 4.974 4.424 3.042
deathbed 5.553 4.153 2.946
deathbeds 5.283 4.321 2.792
deathblow 5.381 4.251 2.773
deathless 5.762 4.135 2.806
deathlessness 5.448 4.178 2.842
deathlike 5.423 4.118 3.104
deathly 5.254 4.331 3.153
deaths 5.193 4.205 3
deathtrap 5.579 4.247 3.256
deathward 5.408 4.17 3.589
deathwatch 5.475 4.088 3.011
deb 5.693 4.044 3.156
debacle 5.365 4.114 2.905
debacles 5.332 4.143 2.881
debark 5.603 4.066 3.083
debarkation 5.737 3.879 3.257
debarked 5.735 4.083 3.197
debarking 5.584 4.065 3.33
debase 5.415 4.253 2.747
debased 5.408 4.225 2.772
debasement 5.479 4.224 2.882
debasing 5.385 4.284 2.83
debatable 5.6 4.028 2.686
debate 5.475 4.222 2.975
debated 5.487 4.015 2.825
debater 5.543 4.19 2.683
debaters 5.735 4.072 2.918
debates 4.862 4.287 3
debating 5.545 4.075 2.785
debauch 5.376 4.256 2.794
debauched 5.301 4.397 2.985
debaucher 5.045 4.743 2.738
debauchery 5.376 4.348 2.893
debauching 5.347 4.333 2.931
debenture 5.578 3.972 3.03
debentures 5.69 3.998 3.011
debilitate 5.121 4.267 2.797
debilitated 5.22 4.228 2.978
debilitating 4.963 4.33 2.858
debilitation 4.82 4.385 2.838
debilitative 4.988 4.165 2.752
debility 5.015 4.302 2.814
debit 5.624 3.881 3.203
debiting 5.461 4.054 3
debits 5.577 3.995 2.955
debonair 5.876 4.233 3.207
debone 5.712 3.9 3.549
deboned 5.8 3.905 3.708
debouched 5.627 4.048 3.164
debridement 5.039 4.07 3.252
debrief 5.658 4.013 3.065
debriefed 5.607 3.962 3
debriefing 5.49 4.011 3.017
debriefings 5.481 4.083 2.855
debriefs 5.551 3.764 2.936
debris 5.367 4.097 3.337
debs 5.577 4.106 2.958
debt 5.357 4.202 2.891
debtless 5.673 4.345 2.795
debtor 5.37 4.16 2.995
debtors 5.366 4.18 2.858
debts 5.454 4.198 2.92
debug 5.58 3.843 2.965
debugged 5.675 3.861 2.907
debugger 5.608 3.895 2.898
debugging 5.61 3.929 2.889
debunk 5.536 4.054 2.754
debunked 5.271 4.076 2.945
debunking 5.542 4.079 2.872
debunks 5.579 4.093 2.918
debut 5.612 4.207 3.306
debutant 5.685 4.14 3.011
debutante 5.793 4.194 3.122
debutantes 5.843 4.284 3.204
debuted 5.856 4.124 3.282
debuting 5.889 4.121 3.237
debuts 5.756 4.107 3.186
decade 5.379 4.195 2.912
decadence 5.514 4.186 2.814
decadency 5.572 4.1 2.664
decadent 5.46 4.262 2.85
decadently 5.972 4.258 3.087
decades 5.46 4.088 2.927
decaf 5.81 3.935 3.369
decaffeinate 5.778 3.601 2.971
decaffeinated 5.982 3.897 3.579
decal 5.648 3.927 3.594
decalcification 5.323 4.254 3.255
decalcify 5.508 3.814 3.068
decals 5.715 4.026 3.856
decameter 5.608 3.905 3.046
decamp 5.433 4.064 3.184
decamped 5.585 4.087 3.18
decamping 5.677 4.11 3.144
decamps 5.615 3.962 3.42
decant 5.67 3.805 3.372
decanted 5.632 3.885 3.342
decanter 5.698 4.019 3.628
decanting 5.676 3.934 3.245
decapitate 5.265 4.327 3.131
decapitated 5.259 4.242 3.43
decapitates 5.244 4.432 3.438
decapitating 5.201 4.328 3.213
decapitation 5.095 4.29 3.095
decapitations 5.02 4.395 3.124
decapitator 5.468 4.153 3.405
decathlete 5.721 4.171 3.123
decathlon 5.952 4.247 3.196
decathlons 5.694 4.09 2.764
decatur 5.763 4.14 3.539
decay 5.379 4.102 2.917
decayed 5.434 4.099 3.006
decaying 5.408 4.127 3.149
decays 5.46 4.039 2.989
decease 5.571 4.1 2.9
deceased 5.631 4.068 3.106
decedent 5.549 4.117 2.985
decedents 5.469 4.116 2.886
deceit 4.909 4.437 2.711
deceitful 5.164 4.247 2.73
deceitfully 5.49 4.16 2.763
deceitfulness 5.142 4.27 2.697
deceits 5.131 4.208 2.734
deceivable 5.505 4.101 2.705
deceivableness 5.684 4.556 2.304
deceive 5.387 4.211 2.787
deceived 5.38 4.244 2.763
deceiver 5.259 4.306 2.796
deceivers 5.174 4.335 2.718
deceives 5.45 4.188 2.887
deceiving 5.288 4.23 2.783
deceivingly 5.685 3.986 2.844
decelerate 5.58 4.138 3.104
decelerating 5.688 4.165 3.057
deceleration 5.541 4.148 2.986
december 5.264 4.164 3.162
decencies 5.54 4.186 2.645
decency 5.689 4.047 2.728
decent 5.77 4.043 2.933
decently 5.782 4.057 2.857
decentness 6.29 3.741 2.401
decentralism 5.312 4.186 2.595
decentralization 5.437 4.181 2.625
decentralize 5.504 4.129 2.765
decentralizing 5.558 4.091 2.792
deception 5.223 4.201 2.797
deceptions 4.577 4.222 2.942
deceptive 5.307 4.133 2.79
deceptively 5.633 4.033 2.835
deceptiveness 5.368 4.07 2.636
decertify 5.442 4.238 2.93
decibel 5.531 4.017 3.071
decibels 5.45 4.072 3.059
decidable 5.595 3.837 2.509
decide 5.63 4.069 2.824
decided 5.612 4.067 2.977
decidedly 5.557 4.06 2.858
decidedness 5.845 3.642 2.926
decider 5.624 4.042 2.96
decides 5.558 4.085 3.053
deciding 5.715 4.096 2.755
deciduous 6.226 4.008 3.819
deciduously 5.253 3.794 2.529
decigram 5.446 4.083 3.19
deciliter 5.245 3.844 2.844
decimal 5.578 3.787 2.933
decimally 5.5 3.726 2.889
decimals 5.636 3.831 2.844
decimate 5.429 4.168 2.953
decimated 5.327 4.2 3.037
decimating 5.177 3.683 3.524
decimation 5.387 4.116 2.92
decimator 5.37 3.979 3.141
decimeter 5.53 3.667 3.246
decipher 5.651 3.942 2.835
decipherability 5.426 3.828 2.694
decipherable 5.651 3.858 2.856
deciphered 5.688 3.879 2.943
decipherer 5.622 3.915 2.906
deciphering 5.651 3.965 2.889
deciphers 5.699 4.01 3.103
decision 5.543 4.042 2.837
decisional 5.496 3.944 2.732
decisions 5.596 3.996 2.733
decisive 5.499 4.202 2.85
decisively 5.373 4.24 2.823
decisiveness 5.612 4.218 2.73
deck 5.745 3.873 3.364
deckchair 5.668 4.026 3.379
deckchairs 5.264 4.091 3.154
decked 5.795 4.062 3.421
deckhand 5.754 3.996 3.465
deckhands 5.707 3.92 3.274
deckhouse 5.498 3.881 3.608
decking 5.596 3.805 3.524
deckle 5.6 3.885 3.533
decks 5.635 4.03 3.075
declaim 5.713 4.109 2.845
declaimed 5.333 4.127 3.029
declaims 5.566 4.109 3.04
declamation 5.722 4.067 2.872
declamatory 5.654 4.121 2.873
declarable 5.507 3.985 2.776
